cayuaa',K A Y U AAH,cayuaaqq,,,,,
cayueniá',K A Y U E N I AH,cayueniaqqq,,,,,
cayuí'be,K A Y U IH B E,cayuiqqqbe,,,,,
cayuí'cabe,K A Y U IH K A B E,cayuiqqqcabe,,,,,
cayui'nécabe,K A Y U IH N EH K A B E,cayuiqqneqcabe,,,,,
cayui'tu,K A Y U IH T U,cayuiqqtu,,,,,
cayuinedu,K A Y U I N E D U,cayuinedu,,,,,
cayuínedu,K A Y U IH N E D U,cayuiqnedu,,,,,
cayunaa,K A Y U N AAH,cayunaa,,,,,
cayunadiaga,K A Y U N A D I A G A,cayunadiaga,,,,,
cayunadiaga',K A Y U N A D I A G AH,cayunadiagaqq,,,,,
cayunadiágaca',K A Y U N A D I AH G A K AH,cayunadiaqgacaqq,,,,,
cayunadiágadu,K A Y U N A D I AH G A D U,cayunadiaqgadu,,,,,
cayunadiágalu',K A Y U N A D I AH G A L UH,cayunadiaqgaluqq,,,,,
cayunadiágatu,K A Y U N A D I AH G A T U,cayunadiaqgatu,,,,,
cayunda',K A Y U N D AH,cayundaqq,,,,,
cayune',K A Y U N EH,cayuneqq,,,,,
cayunenia',K A Y U N E N I AH,cayuneniaqq,,,,,
cayuni,K A Y U N I,cayuni,,,,,
cayúnibe,K A Y UH N I B E,cayuqnibe,,,,,
cayunibia'ca',K A Y U N I B I AH K AH,cayunibiaqqcaqq,,,,,
cayúnica',K A Y UH N I K AH,cayuqnicaqq,,,,,
cayúnicabe,K A Y UH N I K A B E,cayuqnicabe,,,,,
cayúnicani,K A Y UH N I K A N I,cayuqnicani,,,,,
cayúnidu,K A Y UH N I D U,cayuqnidu,,,,,
cayúnilu',K A Y UH N I L UH,cayuqniluqq,,,,,
cayuniluca',K A Y U N I L U K AH,cayunilucaqq,,,,,
cayuniná,K A Y U N I N AH,cayuninaq,,,,,
cayuninácabe,K A Y U N I N AH K A B E,cayuninaqcabe,,,,,
cayuninalu',K A Y U N I N A L UH,cayuninaluqq,,,,,
cayuninani,K A Y U N I N A N I,cayuninani,,,,,
cayuninatu,K A Y U N I N A T U,cayuninatu,,,,,
cayuninécabe,K A Y U N I N EEH K A B E,cayunineqcabe,,,,,
cayúninu,K A Y UH N I N U,cayuqninu,,,,,
cayúnitu,K A Y UH N I T U,cayuqnitu,,,,,
cayutunaca',K A Y U T U N A K AH,cayutunacaqq,,,,,
cayutuñee,K A Y U T U GN EEH,cayutunwee,,,,,
cayuu,K A Y UUH,cayuu,,,,,
cayuuba',K A Y UUH B AH,cayuubaqq,,,,,
cayuubabe,K A Y UUH B A B E,cayuubabe,,,,,
cayuubacabe,K A Y UUH B A K A B E,cayuubacabe,,,,,
cayuube,K A Y UUH B E,cayuube,,,,,
cayuuca',K A Y UUH K AH,cayuucaqq,,,,,
cayuula'dxi',K A Y UUH L AH DX IH,cayuulaqqdxiqq,,,,,
cayuuna',K A Y UUH N AH,cayuunaqq,,,,,
cayuunabe,K A Y UUH N A B E,cayuunabe,,,,,
cayuunaca',K A Y UUH N A K AH,cayuunacaqq,,,,,
cayuunalu',K A Y UUH N A L UH,cayuunaluqq,,,,,
cayuunatu,K A Y UUH N A T U,cayuunatu,,,,,
cayuunda',K A Y UUH N D AH,cayuundaqq,,,,,
cayuundabe,K A Y UUH N D A B E,cayuundabe,,,,,
cayuundaca',K A Y UUH N D A K AH,cayuundacaqq,,,,,
cayuundacabe,K A Y UUH N D A K A B E,cayuundacabe,,,,,
cayuundalu',K A Y UUH N D A L UH,cayuundaluqq,,,,,
cayuuru',K A Y UUH R UH,cayuuruqq,,,,,
cayuuti,K A Y UUH T I,cayuuti,,,,,
cayuuticabe,K A Y UUH T I K A B E,cayuuticabe,,,,,
cayuutu,K A Y UUH T U,cayuutu,,,,,
cayuutu',K A Y UUH T UH,cayuutuqq,,,,,
cayuuya',K A Y UUH Y AH,cayuuyaqq,,,,,
cayuuyabe,K A Y UUH Y A B E,cayuuyabe,,,,,
cayuuyaca',K A Y UUH Y A K AH,cayuuyacaqq,,,,,
cayuuyacabe,K A Y UUH Y A K A B E,cayuuyacabe,,,,,
cayuuyadxí,K A Y UUH Y A DX IH,cayuuyadxiq,,,,,
cayuuyadxibe,K A Y UUH Y A DX I B E,cayuuyadxibe,,,,,
cayuuyadxica',K A Y UUH Y A DX I K AH,cayuuyadxicaqq,,,,,
cayuuyadxícabe,K A Y UUH Y A DX IH K A B E,cayuuyadxiqcabe,,,,,
cayuuyadxichitu,K A Y UUH Y A DX I CH I T U,cayuuyadxichitu,,,,,
cayuuyadxitu,K A Y UUH Y A DX I T U,cayuuyadxitu,,,,,
cayuuyalu',K A Y UUH Y A L UH,cayuuyaluqq,,,,,
cayuuyasi,K A Y UUH Y A S I,cayuuyasi,,,,,
cayuuyatu,K A Y UUH Y A T U,cayuuyatu,,,,,
cayuuyu',K A Y UUH Y UH,cayuuyuqq,,,,,
cayuyabe,K A Y U Y A B E,cayuyabe,,,,,
cayuyaca',K A Y U Y A K AH,cayuyacaqq,,,,,
cazaa,K A Z AAH,cazaa,,,,,
cazaaca,K A Z AAH K A,cazaaca,,,,,
cazaacane,K A Z AAH K A N E ,cazaacane,,,,,
cazaacaru',K A Z AAH K A R UH,cazaacaruqq,,,,,
cazí',K A Z IH,caziqqq,,,,,
cazi'ca',K A Z IH K AH,caziqqcaqq,,,,,
caziidi',K A Z IIH D IIH,caziidiqq,,,,,
caziila'dxi',K A Z IIH L AH DX IH,caziilaqqdxiqq,,,,,
caziilá'dxitu,K A Z IIH L AH DX I T U,caziilaqqqdxitu,,,,,
caziñe,K A Z I GN E,cazinwe,,,,,
cebada,S E B A D A,cebada,,,,,
cebú,S E B UH,cebuq,,,,,
cecilia,S E S I L I A,cecilia,,,,,
cedrón,S E D R OH N,cedroqn,,,,,
cefas,S E F A S,cefas,,,,,
céfas,S EH F A S,ceqfas,,,,,
cel,S E L,cel,,,,,
celaya,S E L A Y A,celaya,,,,,
celebrar,S E L E B R A R,celebrar,,,,,
celebrarca',S E L E B R A R K AH,celebrarcaqq,,,,,
celebrarnu,S E L E B R A R N U,celebrarnu,,,,,
celebrartu,S E L E B R A R T U,celebrartu,,,,,
celia,S E L I A,celia,,,,,
celoso,S E L O S O,celoso,,,,,
celular,S E L U L A R,celular,,,,,
cencreas,S E N K R E A S,cencreas,,,,,
ceniza,S E N I Z A,ceniza,,,,,
censu,S E N S U,censu,,,,,
centa,S E N T A,centa,,,,,
centavu,S E N T A B U,centavu,,,,,
cepu,S E P U,cepu,,,,,
cero,S E R O,cero,,,,,
certificadu,S E R T I F I K A D U,certificadu,,,,,
cesar,S E S A R,cesar,,,,,
césar,S EH S A R,ceqsar,,,,,
cesarea,S E S A R E A,cesarea,,,,,
cha,CH A,cha,,,,,
cha',CH AH,chaqq,,,,,
cha'hui',CH AH U IH,chaqqhuiqq,,,,,
chaa,CH AAH,chaa,,,,,
chaa',CH AAH,chaaqq,,,,,
chaaba',CH AAH B AH,chaabaqq,,,,,
chaachi,CH AAH CH I,chaachi,,,,,
chaahue',CH AAH U EH,chaahueqq,,,,,
chaahui',CH AAH U IH,chaahuiqq,,,,,
chaahui'dugá,CH AAH U IH D U G AH,chaahuiqqdugaq,,,,,
chaahuibe,CH AAH U I B E,chaahuibe,,,,,
chaahuica',CH AAH U I K AH,chaahuicaqq,,,,,
chaahuicabe,CH AAH U I K A B E,chaahuicabe,,,,,
chaahuidu,CH AAH U I D U,chaahuidu,,,,,
chaahuidugá,CH AAH U I D U G AH,chaahuidugaq,,,,,
chaahuigá,CH AAH U I G AH,chaahuigaq,,,,,
chaahuilu',CH AAH U I L UH,chaahuiluqq,,,,,
chaahuinu,CH AAH U I N U,chaahuinu,,,,,
chaahuitu,CH AAH U I T U,chaahuitu,,,,,
chachi,CH A CH I,chachi,,,,,
chagoola',CH A G OOH L AH,chagoolaqq,,,,,
chaguata,CH A G U A T A,chaguata,,,,,
chaguina,CH A G I N A,chaguina,,,,,
chahui',CH A U IH,chahuiqq,,,,,
chalupa,CH A L U P A,chalupa,,,,,
chandxa,CH A N DX A,chandxa,,,,,
chaneque,CH A N E K E ,chaneque ,,,,,
chantucoo,CH A N TU K OOH,chantucoo,,,,,
chaparru,CH A P A RF U,chaparru,,,,,
chaquira,CH A K I R A,chakira,,,,,
chaquíra,CH A K IH R A,chakiqra,,,,,
charis,CH A R I S,charis,,,,,
chatino,CH A T I N O ,chatino,,,,,
chayan,CH A Y A N,chayan,,,,,
chayo,CH A Y O,chayo,,,,,
che,CH E,che,,,,,
che',CH EH,cheqq,,,,,
chebe,CH E B E,chebe,,,,,
chebetu,CH E B E T U,chebetu,,,,,
chebia,CH E B I A,chebia,,,,,
checa,CH E K A,checa,,,,,
checa',CH E K AH,checaqq,,,,,
checabe,CH E K A B E,checabe,,,,,
chécabe,CH EH K A B E,cheqcabe,,,,,
chechito,CH E CH I T O,chechito,,,,,
chede,CH E D E,chede,,,,,
chedro,CH E D R O,chedro,,,,,
chee,CH EEH,chee,,,,,
chee'ca,CH EEH K A,cheeqqca,,,,,
cheebe,CH EEH B E,cheebe,,,,,
cheebeque,C H E B E K E,cheebeque,,,,,
chefito,CH E F I T O,chefito,,,,,
cheguigo,CH E G I G O,cheguigo,,,,,
cheguigu,CH E G I G U,cheguigu,,,,,
chehui,CH E U I,chehui,,,,,
chelu',CH E L UH,cheluqq,,,,,
chena,CH E N A,chena,,,,,
chente,CH E N T E,chente,,,,,
chepe,CH E P E,chepe,,,,,
cheri,CH E R I,cheri,,,,,
cheri',CH E R IH,cheriqq,,,,,
cherí',CH E R IH,cheriqqq,,,,,
cherica',CH E R I K AH,chericaqq,,,,,
chetu,CH E T U,chetu,,,,,
cheu,CH E U,cheu,,,,,
cheu',CH E UH,cheuqq,,,,,
chi,CH I,chi,,,,,
chi',CH IH,chiqq,,,,,
chiapas,CH I A P A S,chiapas,,,,,
chibí',CH I B IH,chibiqqq,,,,,
chibí'lu',C H I B IH L UH ,chibiqqqluqq,,,,,
chibí'neu',CH I B IH N E UH,chibiqqqneuqq,,,,,
chica,CH I K A,chica,,,,,
chicaa,CH I K AAH,chicaa,,,,,
chicaa',CH I K AAH,chicaaqq,,,,,
chicaabe,CH I K AAH B E,chicaabe,,,,,
chicaaca',CH I K AAH K AH,chicaacaqq,,,,,
chicaacabe,CH I K AAH K A B E,chicaacabe,,,,,
chicaanu,CH I K AAH N U,chicaanu,,,,,
chichiba',CH I CH I B AH,chichibaqq,,,,,
chichíbadu,CH I CH IH B A D U,chichiqbadu,,,,,
chichuaa',CH I CH U AAH,chichuaaqq,,,,,
chichuu,CH I CH UUH,chichuu,,,,,
chico,CH I K O ,chico,,,,,
chicote,CH I K O T E,chicote,,,,,
chicu,CH I K U,chicu,,,,,
chidu'yanu,CH I D UH Y A N U,chiduqqyanu,,,,,
chiduuya'nu,CH I D UUH Y AH N U,chiduuyaqqnu,,,,,
chigaca,CH I G A K A,chigaca,,,,,
chigaca',CH I G A K AH,chigacaqq,,,,,
chigacaná,CH I G A K A N AH,chigacanaq,,,,,
chigacanabe,CH I G A K A N A B E,chigacanabe,,,,,
chigacané,CH I G A K A N EH,chigacaneq,,,,,
chigacanelu',CH I G A K A N E L UH,chigacaneluqq,,,,,
chigacania',CH I G A K A N I AH,chigacaniaqq,,,,,
chigácanu,CH I G AH K A N U,chigaqcanu,,,,,
chigale,CH I G A L E,chigale,,,,,
chiganna,CH I G A NL A,chiganna,,,,,
chiganna',CH I G A NL AH,chigannaqq,,,,,
chigánnabe,CH I G AH NL A B E,chigaqnnabe,,,,,
chigánnanu,CH I G AH NL A N U,chigaqnnanu,,,,,
chigapa,CH I G A P A,chigapa,,,,,
chigápabe,CH I G AH P A B E,chigaqpabe,,,,,
chigati,CH I G A T I,chigati,,,,,
chigátibe,CH I G AH T I B E,chigaqtibe,,,,,
chigáticabe,CH I G AH T I K A B E,chigaqticabe,,,,,
chigátidu,CH I G AH T I D U,chigaqtidu,,,,,
chigaxha,CH I G A XH A,chigaxha,,,,,
chigáxha,CH I G AH XH A,chigaqxha,,,,,
chigáxhadu,CH I G AH XH A D U,chigaqxhadu,,,,,
chigu'chi'alú,CH I G UH CH IH A L UH,chiguqqchiqqaluq,,,,,
chigucá,CH I G U K AH,chigucaq,,,,,
chigucaa,CH I G U K AAH,chigucaa,,,,,
chigucaache',CH I G U K AAH CH EH,chigucaacheqq,,,,,
chigucaachica',CH I G U K AAH CH I K AH,chigucaachicaqq,,,,,
chiguchadu,CH I G U CH A D U,chiguchadu,,,,,
chiguchee,CH I G U CH EEH,chiguchee,,,,,
chigucuee',CH I G U K U EEH,chigucueeqq,,,,,
chigucuí,CH I G U K U IH,chigucuiq,,,,,
chigudiee',CH I G U D I EEH,chigudieeqq,,,,,
chigudii,CH I G U D IIH,chigudii,,,,,
chigudiibe,CH I G U D IIH B E,chigudiibe,,,,,
chigudiicabe,CH I G U D IIH K A B E,chigudiicabe,,,,,
chigudiitu,CH I G U D IIH T U,chigudiitu,,,,,
chigueeda,CH I G EEH D A,chigueeda,,,,,
chigueedaru',CH I G EEH D A R UH,chigueedaruqq,,,,,
chiguenia,CH I G E N I A,chiguenia,,,,,
chigüenia',CH I G U E N I AH,chigweniaqq,,,,,
chiguiaanacabe,CH I G I AAH N A K A B E,chiguiaanacabe,,,,,
chiguiaanadu,CH I G I AAH N A D U,chiguiaanadu,,,,,
chiguiaanda',CH I G I AAH N D AH,chiguiaandaqq,,,,,
chiguiábabe,CH I G U I AH B A B E,chiguiaqbabe,,,,,
chiguiasa,CH I G I A S A,chiguiasa,,,,,
chiguiásabe,CH I G I AH S A B E,chiguiaqsabe,,,,,
chiguicaa,CH I G I K AAH,chiguicaa,,,,,
chiguicabe,CH I G I K A B E,chiguicabe,,,,,
chiguicabe',CH I G I K A B EH,chiguicabeqq,,,,,
chiguichaga,CH I G I CH A G A,chiguichaga,,,,,
chiguichaganá’,CH I G U I CH A G A N AH,chiguichaganaqqq,,,,,
chiguichaganou',CH IG U I CH A G A N O UH,chiguichaganouqq,,,,,
chiguiete,CH I G I E T E,chiguiete,,,,,
chiguihuinni,CH I G I U I NL I,chiguihuinni,,,,,
chiguiní',CH I G I N IH,chiguiniqqq,,,,,
chiguini'tu,CH I G I N IH T U,chiguiniqqtu,,,,,
chiguiniee',CH I G I N I EEH,chiguinieeqq,,,,,
chiguinitilú,CH I G I N I T I L UH,chiguinitiluq,,,,,
chiguiquiiñelu',CH I G I K IIH GN E L UH,chiguikiinweluqq,,,,,
chiguiree,CH I G I R EEH,chiguiree,,,,,
chiguixii,CH I G I X IIH,chiguixii,,,,,
chiguizaaca,CH I G I Z AAH K A,chiguizaaca,,,,,
chiguizaacabe,CH I G I Z AAH K A B E,chiguizaacabe,,,,,
chigulá,CH I G U L AH,chigulaq,,,,,
chiguluee',CH I G U L U EEH,chigulueeqq,,,,,
chigulueruá',CH I G U L U E R U AH,chigulueruaqqq,,,,,
chigunaa,CH I G U N AAH,chigunaa,,,,,
chigunadiaga,CH I G U N A D I A G A,chigunadiaga,,,,,
chigunadiaganu,CH I G U N A D I A G A N U,chigunadiaganu,,,,,
chigune',CH I G U N EH,chiguneqq,,,,,
chiguné',CH I G U N EH,chiguneqqq,,,,,
chigunenia',CH I G U N E N I AH,chiguneniaqq,,,,,
chiguni,CH I G U N I,chiguni,,,,,
chigúnibe,CH I G UH N I B E,chiguqnibe,,,,,
chigúnica',CH I G UH N I K AH,chiguqnicaqq,,,,,
chigúnicabe,CH I G UH N I K A B E,chiguqnicabe,,,,,
chigúnidu,CH I G UH N I D U,chiguqnidu,,,,,
chigúnilu',CH I G UH N I L UH,chiguqniluqq,,,,,
chigúninécabeni,CH  I G UH N I N EH K A B E N I,chiguqnineqcabeni,,,,,
chiguninu,CH I G U N I N U,chiguninu,,,,,
chigunitilusaatu,CH I G U N I T I L U S AAH T U,chigunitilusaatu,,,,,
chigúnitu,CH I G UH N I T U,chiguqnitu,,,,,
chigusaana,CH I G U S AAH N A,chigusaana,,,,,
chigusaana',CH I G U S AAH N AH,chigusaanaqq,,,,,
chiguseenda',CH I G U S EEH N D AH,chiguseendaqq,,,,,
chiguseendabe,CH I G U S EEH N D A B E,chiguseendabe,,,,,
chigusendanu,CH I G U S E N D A N U,chigusendanu,,,,,
chigusiene',CH I G U S I E N EH,chigusieneqq,,,,,
chigusiga'de',CH I G U S I G AH D EH,chigusigaqqdeqq,,,,,
chigusihuinni,CH I G U S I U I NL I,chigusihuinni,,,,,
chigusiidi',CH I G U S IIH D IH,chigusiidiqq,,,,,
chigusisacané,CH I G U S I S A K A N EH,chigusisacaneq,,,,,
chiguuna',CH I G UUH N AH,chiguunaqq,,,,,
chiguunda,CH I G UUH N D A,chiguunda,,,,,
chiguunda',CH I G UUH N D AH,chiguundaqq,,,,,
chiguunda'ne,CH I G UUH N D AH N E,chiguundaqqne,,,,,
chiguunda'nu,CH I G UUH N D AH N U,chiguundaqqnu,,,,,
chiguuti,CH I G UUH T I,chiguuti,,,,,
chiguutibe,CH I G UUH T I B E,chiguutibe,,,,,
chiguuticabe,CH I G UUH T I K A B E,chiguuticabe,,,,,
chiguutini,CH I G UUH T I N I,chiguutini,,,,,
chiguutu,CH I G UUH T U,chiguutu,,,,,
chiguutuñee,CH I G UUH T U GN EEH,chiguutunwee,,,,,
chiguuya,CH I G UUH Y A,chiguuya,,,,,
chiguuya',CH I G UUH Y AH,chiguuyaqq,,,,,
chiguya,CH I G UUH Y AH,chiguya,,,,,
chiguyaca,CH I G UUH Y AH K A,chiguyaca,,,,,
chiguzaani',CH I G U Z AAH N IH,chiguzaaniqq,,,,,
chiguzeete',CH I G U Z EEH T EH,chiguzeeteqq,,,,,
chiguzulú,CH I G U Z U L UH,chiguzuluq,,,,,
chii,CH IIH,chii,,,,,
chiiníeni,CH IIH N IH E N I,chiiniqeni,,,,,
chiita',CH IIH T AH,chiitaqq,,,,,
chiiu,CH IIH U,chiiu,,,,,
chillu,CH I Y U,chillu,,,,,
chin,CH I N,chin,,,,,
chinaba',CH I N A B AH,chinabaqq,,,,,
chinábacabe,CH I N AH B A K A B E,chinaqbacabe,,,,,
chinabadiidxa',CH I N A B A D IIH DX AH,chinabadiidxaqq,,,,,
chinabanébe,CH I N A B A N EH B E ,chinabaneqbe,,,,,
chinábanu,CH I N AH B A N U ,chinaqbanu ,,,,,
chinabu,CH I N A B U,chinabu,,,,,
chinanda,CH I N A N D A,chinanda,,,,,
chinanda',CH I N A N D AH,chinandaqq,,,,,
chinándaca',CH I N AH N D A K AH,chinaqndacaqq,,,,,
chinándacabe,CH I N AH N D A K A B E,chinaqndacabe,,,,,
chinándalu',CH I N AH N D A L UH,chinaqndaluqq,,,,,
chinándanu,CH I N AH N D A N U,chinaqndanu,,,,,
chinándatu,CH I N AH N D A T U,chinaqndatu,,,,,
chindá,CH I N D AH,chindaq,,,,,
chindaa',CH I N D AAH,chindaaqq,,,,,
chindabe,CH I N D A B E,chindabe,,,,,
chindácabe,CH I N D AH K A B E,chindaqcabe,,,,,
chindadu,CH I N D A D U,chindadu,,,,,
chindanu',CH I N D A N UH,chindanuqq,,,,,
chindatu,CH I N D A T U,chindatu,,,,,
chindaya',CH I N D A Y AH,chindayaqq,,,,,
chindeebe,CH I N D EEH B E,chindeebe,,,,,
chindeecabe,CH I N D EEH K A B E,chindeecabe,,,,,
chindeelu',CH I N D EEH L UH,chindeeluqq,,,,,
chindeza,CH I N D E Z A,chindeza,,,,,
chindézabe,CH I N D EH Z A B E,chindeqzabe,,,,,
chindí,CH I N D IH,chindiq,,,,,
chindibe,CH I N D I B E,chindibe,,,,,
chindísatu,CH I N D IH S A T U,chindiqsatu,,,,,
chiné,CH I N EH,chineq,,,,,
chinebe,CH I N E B E,chinebe,,,,,
chineca',CH I N E K AH,chinecaqq,,,,,
chinécabe,CH I N EH K A B E,chineqcabe,,,,,
chinelu',CH I N E L UH,chineluqq,,,,,
chineni,CH I N E N I,chineni,,,,,
chinetu,CH I N E T U,chinetu,,,,,
chineu',CH I N E UH,chineuqq,,,,,
chinguiili,CH I N G IIH L I,chinguiili,,,,,
chinia,CH I N I A,chinia,,,,,
chinia',CH I N I AH,chiniaqq,,,,,
chiniéni,CH I N I EH N I ,chinieqni ,,,,,
chiniu,CH I N I U,chiniu,,,,,
chiniú',CH I N I UH,chiniuqqq,,,,,
chiñas,CH I GN A S,chinwas,,,,,
chipi,CH I P I,chipi,,,,,
chipre,CH I P R E,chipre,,,,,
chireza,CH I R E Z A,chireza,,,,,
chisaana',CH I S AAH N AH,chisaanaqq,,,,,
chisaana'nu,CH I S AAH N AH N U,chisaanaqqnu,,,,,
chisidu,CH I S I D U,chisidu,,,,,
chisme,CH I S M E,chisme,,,,,
chismoso,CH I S M O S O,chismoso,,,,,
chiste,CH I S T E,chiste,,,,,
chita,CH I T A,chita,,,,,
chitibe,CH I T I B E,chitibe,,,,,
chitide',CH I T I D EH,chitideqq,,,,,
chitídilu',CH I T IH D I L UH,chitiqdiluqq,,,,,
chitidxe',CH I T I DX EH,chitidxeqq,,,,,
chitidxi,CH I T I DX I,chitidxi,,,,,
chitídxidu,CH I T IH DX I D U,chitiqdxidu,,,,,
chitídxilu',CH I T IH DX I L UH,chitiqdxiluqq,,,,,
chitiibilu',CH I T IIH B I L UH,chitiibiluqq,,,,,
chitiidi,CH I T IIH D I,chitiidi,,,,,
chitilu',CH I T I L UH,chitiluqq,,,,,
chitindené,CH I T I N D E N EH,chitindeneq,,,,,
chitinécabe              ,CH I T I N EH K A B E         ,chitineqcabe ,,,,,
chitiñe,CH I T I GN E,chitinwe,,,,,
chitixe,CH I T I X E,chitixe,,,,,
chitixhe',CH I T I XH EH,chitixheqq,,,,,
chitíxheca',CH I T IH XH E K AH,chitiqxhecaqq,,,,,
chitíxhenu,CH I T IH XH E N U,chitiqxhenu,,,,,
chitó,CH I T OH,chitoq,,,,,
chitobe,CH I T O B E,chitobe,,,,,
chitoca',CH I T O K AH,chitocaqq,,,,,
chitoné,CH I T O N EH,chitoneq,,,,,
chitopa,CH I T O P A,chitopa,,,,,
chitóxhica',CH I T OH XH I K AH,chitoqxhicaqq,,,,,
chitu,CH I T U,chitu,,,,,
chiucaa,CH I U K AAH,chiucaa,,,,,
chiucaachi',CH I U K AAH CH IH,chiucaachiqq,,,,,
chiuchaya',CH I U CH A Y AH,chiuchayaqq,,,,,
chiugue'tu,CH I U G EH T U,chiugueqqtu,,,,,
chiuseenda',CH I U S EEH N D AH,chiuseendaqq,,,,,
chiuseendanu,CH I U S EEH N D A N U,chiuseendanu,,,,,
chiusuga'de',CH I U S U G AH D EH,chiusugaqqdeqq,,,,,
chiutindetú,CH I U T I N D E T UH,chiutindetuq,,,,,
chiuzeete,CH I U Z EEH T E,chiuzeete,,,,,
chiuzeete',CH I U Z EEH T EH,chiuzeeteqq,,,,,
chiva,CH I B A,chiva,,,,,
chivuhuiini',CH I B U U IIH N IH,chivuhuiiniqq,,,,,
chiyu,CH I Y U,chiyu,,,,,
chiyubi,CH I Y U B I,chiyubi,,,,,
cholito,CH O L I T O,cholito,,,,,
chona,CH O N A,chona,,,,,
chonna,CH O NL A,chonna,,,,,
choona,CH OOH N A,choona,,,,,
chu,CH U,chu,,,,,
chú,CH UH,chuq,,,,,
chu',CH UH,chuqq,,,,,
chu'be,CH UH B E,chuqqbe,,,,,
chu'ca',CH UH K AH,chuqqcaqq,,,,,
chú'cabe,CH UH K A B E,chuqqqcabe,,,,,
chu'du,CH UH D U,chuqqdu,,,,,
chu'lu',CH UH L UH,chuqqluqq,,,,,
chu'né,CH UH N EH,chuqqneq,,,,,
chú'neca',CH UH N E K AH,chuqqqnecaqq,,,,,
chu'nécabe,CH UH N EH K A B E,chuqqneqcabe,,,,,
chú'nenu,CH UH N E N U,chuqqqnenu,,,,,
chú'netu,CH UH N E T U,chuqqqnetu,,,,,
chú'neu,CH UH N E U,chuqqqneu,,,,,
chú'nisa,CH UH N I S A,chuqqqnisa,,,,,
chu'nísaca',CH UH N IH S A K AH,chuqqniqsacaqq,,,,,
chu'nísacabe,CH UH N IH S A K A B E,chuqqniqsacabe,,,,,
chu'nu,CH UH N U,chuqqnu,,,,,
chu'ru',CH UH R UH,chuqqruqq,,,,,
chu'tu,CH UH T U,chuqqtu,,,,,
chu'xii,CH UH X IIH,chuqqxii,,,,,
chuaa',CH U AAH,chuaaqq,,,,,
chuaania',CH U AAH N I AH,chuaaniaqq,,,,,
chuaanisa',CH U AAH N I S AH,chuaanisaqq,,,,,
chuca',CH U K AH,chucaqq,,,,,
chucu,CH U K U,chucu,,,,,
chula'dxu',CH U L AH DX UH,chulaqqdxuqq,,,,,
chuleta,CH U L E T A,chuleta ,,,,,
chupa,CH U P A,chupa,,,,,
chúpacabe,CH UH P A K A B E,chuqpacabe,,,,,
chuseegucabe             ,CH U S EEH G U K A B E        ,chuseegucabe ,,,,,
chuu,CH UUH,chuu,,,,,
chuucanu,CH UUH K A N U,chuucanu,,,,,
chuudu,CH UUH D U,chuudu,,,,,
chuula'dxi',CH UUH L AH DX IH,chuulaqqdxiqq,,,,,
chuulá'dxibe,CH UUH L AH DX I B E,chuulaqqqdxibe,,,,,
chuulá'dxitu,CH UUH L AH DX I T U,chuulaqqqdxitu,,,,,
chuula'dxu',CH UUH L AH DX UH ,chuulaqqdxuqq,,,,,
chuunu,CH UUH N U,chuunu,,,,,
chuunu',CH UUH N UH,chuunuqq,,,,,
chuutu,CH UUH T U,chuutu,,,,,
ciegu,S I E G U,ciegu,,,,,
cilicia,S I L I S I A,cilicia,,,,,
cinco,S I N K O,cinco,,,,,
cincu,S I N K U,cincu,,,,,
cincuenta,S I N K U E N T A,cincuenta,,,,,
cinturón,S I N T U R OH N,cinturoqn,,,,,
circuncidadu,S I R K U N S I D A D U,circuncidadu,,,,,
circuncidar,S I R K U N S I D A R,circuncidar,,,,,
circuncidarbe,S I R K U N S I D A R B E,circuncidarbe,,,,,
circuncidarca',S I R K U N S I D A R K AH,circuncidarcaqq,,,,,
circuncidárcabe,S I R K U N S I D AH R K A B E,circuncidaqrcabe,,,,,
circuncidarlu',S I R K U N S I D A R L UH,circuncidarluqq,,,,,
circuncidarnu,S I R K U N S I D A R N U,circuncidarnu,,,,,
circuncidartu,S I R K U N S I D A R T U,circuncidartu,,,,,
circuncisión,S I R K U N S I S I OH N,circuncisioqn,,,,,
cirene,S I R E N E,cirene,,,,,
citlali,S I T L A L I,citlali ,,,,,
claru,K L A R U,claru,,,,,
clase,K L A S E,clase,,,,,
claudia,K L A U D I A,claudia ,,,,,
claudio,K L A U D I O,claudio,,,,,
clavu,K L A B U,clavu,,,,,
cleopas,K L E O P A S,cleopas,,,,,
cloe,K L O E,cloe,,,,,
clopas,K L O P A S,clopas,,,,,
closet,K L O S E T,closet,,,,,
cnido,K N I D O,cnido,,,,,
co,K O,co,,,,,
co',K OH,coqq,,,,,
cobao,K O B A O,cobao,,,,,
cobrar,K O B R A R,cobrar,,,,,
cobrartu,K O B R A R T U,cobrartu,,,,,
cobre,K O B R E,cobre,,,,,
cobro,K O B R O,cobro,,,,,
codo,K O D O,codo,,,,,
cojo,K O J O,cojo,,,,,
cola,K O L A,cola,,,,,
colibri,K O L I B R I,colibri,,,,,
colonia,K O L O N I A,colonia,,,,,
color,K O L O R,color,,,,,
columna,K O L U M N A,columna,,,,,
columnata,K O L U M N A T A,columnata,,,,,
columpio,K O L U M P I O,columpio,,,,,
comandante,K O M A N D A N T E,comandante,,,,,
comerciante,K O M E R S I A N T E,comerciante,,,,,
cometer,K O M E T E R,cometer,,,,,
cometerbe,K O M E T E R B E,cometerbe,,,,,
cometerca',K O M E T E R K AH,cometercaqq,,,,,
cometernu,K O M E T E R N U,cometernu,,,,,
